Na averaging 8
Integration time [ms]: 300,000
Averaging Nr. [scans]: 8
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804350U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
398,582;   99,846;  -56,110;    0,000
398,747;   -0,715; -248,133;    0,000
398,912;  169,924;    6,862;    0,000
399,077;  -17,969; -236,132;    0,000
399,241;   74,410;  -59,193;    0,000
399,406;  198,070;   69,839;    0,000
399,571;  191,103;   86,843;    0,000
399,736;  257,739;   58,929;    0,000
399,900;   32,067; -141,085;    0,000
400,065;  139,606;   55,841;    0,000
400,230;  131,831;  -18,180;    0,000
400,394;  101,010;  -95,199;    0,000
400,559;   45,742; -118,103;    0,000
400,724;  -57,451; -203,153;    0,000
400,888;  150,428;  -51,169;    0,000
401,053;   24,167; -163,151;    0,000
401,218;   59,660;  -49,148;    0,000
401,382;   71,235;  -77,175;    0,000
401,547;  173,684;   82,738;    0,000
401,712;   91,153;    5,870;    0,000
401,876;  262,038;  172,836;    0,000
402,041;  262,681;  104,799;    0,000
402,206;   75,399;  -62,159;    0,000
402,370;  135,689;  -47,038;    0,000
402,535;  113,203;  -44,133;    0,000
402,699;   -7,026; -208,111;    0,000
402,864;  219,552;   82,785;    0,000
403,029;  129,735;  -91,040;    0,000
403,193;   22,542; -199,196;    0,000
403,358;  -31,569; -146,201;    0,000
403,522;  162,095;   -9,170;    0,000
403,687;   63,442;  -41,115;    0,000
403,851;   69,971; -121,125;    0,000
404,016;  258,810;   33,918;    0,000
404,181;  493,899;   55,871;    0,000
404,345; 1364,157;   38,943;    0,000
404,510; 1958,446;   21,929;    0,000
404,674; 1196,142;  -29,142;    0,000
404,839;  813,253;   23,834;    0,000
405,003;  276,625;  -82,045;    0,000
405,168;  161,746;  -12,134;    0,000
405,332;  234,753;   28,819;    0,000
405,497;   94,789;  -28,134;    0,000
