Kadmium omättad(mättad) It 30,000 average: 300
Integration time [ms]:  30,000
Averaging Nr. [scans]: 300
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
324,699;  306,233;   -2,947;    0,000
324,717;  331,417;   -5,643;    0,000
324,735;  396,440;    1,060;    0,000
324,754;  444,550;   -9,277;    0,000
324,772;  531,680;   23,090;    0,000
324,791;  424,643;   -5,557;    0,000
324,809;  334,790;    2,347;    0,000
324,827;  363,967;   -7,777;    0,000
324,846;  372,180;   -5,043;    0,000
324,864;  414,300;    9,607;    0,000
324,882;  441,367;  -11,753;    0,000
324,901;  423,187;  -17,297;    0,000
324,919;  519,627;    9,197;    0,000
324,937;  569,393;  -21,340;    0,000
324,956;  638,340;    5,740;    0,000
324,974;  581,223;   -2,127;    0,000
324,992;  572,080;   -0,757;    0,000
325,011;  655,430;   -2,233;    0,000
325,029;  611,730;    2,023;    0,000
325,047;  576,337;  -10,957;    0,000
325,066;  579,970;    1,337;    0,000
325,084;  494,567;  -15,690;    0,000
325,102;  388,037;    1,420;    0,000
325,121;  378,680;    8,287;    0,000
325,139;  419,590;    7,513;    0,000
325,157;  523,120;  -13,693;    0,000
325,176;  846,267;   16,123;    0,000
325,194; 1523,580;  -11,560;    0,000
325,212; 2895,530;   -2,473;    0,000
325,231; 4379,510;   -4,510;    0,000
325,249; 4527,833;    5,530;    0,000
325,267; 2762,660;   -3,410;    0,000
325,285; 1476,363;    1,273;    0,000
325,304;  897,677;    9,777;    0,000
325,322;  628,030;   12,640;    0,000
325,340;  530,357;    0,850;    0,000
325,359;  554,783;   11,493;    0,000
325,377;  523,473;   -2,447;    0,000
325,395;  423,783;    6,587;    0,000
325,413;  371,727;    6,417;    0,000
325,432;  326,103;    5,500;    0,000
325,450;  302,900;    3,430;    0,000
325,468;  311,030;   19,127;    0,000
325,487;  340,833;    6,350;    0,000
325,505;  338,503;   14,967;    0,000
325,523;  283,013;  -12,000;    0,000
325,541;  249,460;   -1,233;    0,000
325,560;  237,553;  -11,590;    0,000
325,578;  263,450;   14,007;    0,000
325,596;  296,087;   11,823;    0,000
325,614;  286,773;   -9,410;    0,000
325,633;  307,880;   15,117;    0,000
325,651;  286,250;   10,680;    0,000
325,669;  277,713;    3,580;    0,000
325,687;  305,997;    4,833;    0,000
325,706;  352,140;   18,483;    0,000
325,724;  318,587;    7,787;    0,000
325,742;  356,297;   12,753;    0,000
325,760;  383,590;   -4,047;    0,000
325,779;  385,313;  -23,350;    0,000
325,797;  426,857;    8,467;    0,000
325,815;  448,947;  -23,520;    0,000
325,833;  469,233;  -13,637;    0,000
325,852;  556,593;   -0,600;    0,000
325,870;  653,733;   11,260;    0,000
325,888;  763,133;  -16,780;    0,000
325,906;  987,933;    4,360;    0,000
325,924; 1103,520;   -6,257;    0,000
325,943; 1465,397;    5,793;    0,000
325,961; 2414,327;   15,793;    0,000
325,979; 3931,833;   -6,930;    0,000
325,997; 7707,230;  -12,860;    0,000
326,015;20873,857;   -5,190;    0,000
326,034;54437,773;  -17,113;    0,000
326,052;64632,050;    5,340;    0,000
326,070;64625,337;    0,960;    0,000
326,088;64632,050;   16,493;    0,000
326,106;64625,337;    5,373;    0,000
326,125;64632,050;   -8,050;    0,000
326,143;64625,337;   -8,677;    0,000
326,161;64632,050;   16,900;    0,000
326,179;64625,337;   -3,773;    0,000
326,197;64632,050;    0,970;    0,000
326,216;64625,337;  -20,490;    0,000
326,234;64632,050;    2,357;    0,000
326,252;64625,337;   10,237;    0,000
326,270;64632,050;   11,677;    0,000
326,288;64625,337;    7,600;    0,000
326,306;64632,050;   14,950;    0,000
326,325;64625,337;    3,267;    0,000
326,343;56811,713;   11,750;    0,000
326,361;64545,123;  -14,157;    0,000
326,379; 1227,777;   15,983;    0,000
326,397; 1392,617;   -3,150;    0,000
326,415; 1192,660;    3,407;    0,000
326,433; 1075,070;  -12,653;    0,000
326,452;  959,393;   17,517;    0,000
326,470;  896,897;  -13,853;    0,000
326,488;  824,683;    5,677;    0,000
326,506;  762,783;    1,197;    0,000
326,524;  688,723;   10,653;    0,000
326,542;  656,607;   13,267;    0,000
326,560;  619,523;   13,497;    0,000
326,579;  596,090;    1,513;    0,000
326,597;  587,430;   12,483;    0,000
326,615;  614,657;   12,160;    0,000
326,633;  603,410;    7,840;    0,000
326,651;  557,873;    8,683;    0,000
326,669;  523,067;    7,623;    0,000
326,687;  526,590;  -10,273;    0,000
326,705;  508,273;   10,930;    0,000
326,723;  452,423;    5,380;    0,000
326,742;  413,627;   -0,873;    0,000
326,760;  462,163;    5,083;    0,000
326,778;  506,870;    6,513;    0,000
326,796;  509,420;   -4,543;    0,000
326,814;  537,987;   -6,673;    0,000
326,832;  638,077;   -0,813;    0,000
326,850;  590,727;   -6,603;    0,000
326,868;  534,547;  -20,503;    0,000
326,886;  537,890;   14,207;    0,000
326,904;  502,547;    2,250;    0,000
326,922;  510,350;    5,883;    0,000
326,941;  527,427;  -11,840;    0,000
326,959;  636,297;   19,210;    0,000
326,977;  618,070;   -5,130;    0,000
326,995;  566,800;    5,887;    0,000
327,013;  582,477;   -4,420;    0,000
327,031;  599,090;   -6,423;    0,000
327,049;  609,807;  -12,397;    0,000
327,067;  538,560;   -0,473;    0,000
327,085;  460,790;   14,457;    0,000
327,103;  446,590;   15,957;    0,000
327,121;  421,333;  -17,000;    0,000
327,139;  446,680;   -1,830;    0,000
327,157;  484,980;   -6,810;    0,000
327,175;  648,830;   22,137;    0,000
327,193;  570,377;    9,587;    0,000
327,211;  466,560;   -3,380;    0,000
327,229;  519,377;   -1,397;    0,000
327,247;  525,450;   -3,210;    0,000
327,266;  653,197;   -1,720;    0,000
327,284;  738,277;    3,763;    0,000
